expedition,accession,HUH,NYBG,KIB,locality,date,latitude,longitude,elevation,county,location,family,genus,species_epithet,crano_site_id,plant_description,locality_habitat,historical
"2018 Eaton, McKenzie, Meek, Zuo",DE1,1,1,1,1,7/7/2018,"27°21'35"" N","99°55'01"" E",2840,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Pedicularis,rex,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE2,1,1,1,1,7/7/2018,"27°21'35"" N","99°55'01"" E",2840,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Pedicularis,densispica,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE3,1,1,1,1,7/7/2018,"27°21'35"" N","99°55'01"" E",2840,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Pedicularis,oxycarpa,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE4,1,1,1,2,7/8/2018,"27°57'33.1"" N","99°42'25.8"" E",3404,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Pedicularis,longiflora,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE5,1,1,1,2,7/8/2018,"27°57'33.1"" N","99°42'25.8"" E",3404,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Pedicularis,rhinanthoides,,Burnt specimen; collected pollen; same sample is DE5-P1,,
"2018 Eaton, McKenzie, Meek, Zuo",DE6,1,1,1,2,7/8/2018,"27°57'33.1"" N","99°42'25.8"" E",3404,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Pedicularis,siphonantha,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE7,0,0,0,2,7/8/2018,"27°57'33.1"" N","99°42'25.8"" E",3404,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Pedicularis,densispica,,Burnt specimen; specimen discarded,,
"2018 Eaton, McKenzie, Meek, Zuo",DE8,1,1,1,2,7/8/2018,"27°57'33.1"" N","99°42'25.8"" E",3404,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Tibetia,sp.,,Burnt specimen; Dark purple (DE8-2) and light purple (DE8-1),,
"2018 Eaton, McKenzie, Meek, Zuo",DE9,1,1,1,2,7/8/2018,"27°57'33.1"" N","99°42'25.8"" E",3404,Shangri-la,On highway from Shangri-la to Lijiang. Disturbed roadside. ,Orobanchaceae,Quercus,sp.,,Burnt specimen; DNA and pollen collected (DE9),,
"2018 Eaton, McKenzie, Meek, Zuo",DE10,1,1,1,3,7/8/2018,"28°16'51.4"" N","99°45'37.1"" E",3281,Shangri-la,On highway from Shangri-la to Xiangcheng,Adoxaceae,Viburnum,sp.,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE11,1,1,1,4,7/8/2018,"28°21'17.7"" N","99°46'14.2"" E",3530,Shangri-la,On highway from Shangri-la to Xiangcheng,Fabaceae,Oxytropis?,sp.,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE12,1,1,1,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Orobanchaceae,Pedicularis,rhinanthoides,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE13,1,0,0,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Orobanchaceae,Pedicularis,confertiflora,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE14,1,1,1,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Orobanchaceae,Pedicularis,kansuensis,,Burnt specimen; light purple flowers.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE15,1,1,1,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Orobanchaceae,Pedicularis,superba,,"Burnt specimen; many old fruiting bodies, very few flowers plants.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE16,1,1,1,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Papaveraceae,Corydalis,sp.,,"Burnt specimen; white corolla base, violet petal edges.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE17,1,1,1,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Orobanchaceae,Pedicularis,Pedicularis rex,,Burnt specimen,,
"2018 Eaton, McKenzie, Meek, Zuo",DE18,1,1,0,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Fabaceae,Tibetia,sp.,,Burnt specimen; Very light yellow flowers,,
"2018 Eaton, McKenzie, Meek, Zuo",DE19,1,0,0,5,7/8/2018,"28°34'20.1"" N","99°49'25.1"" E",4124,Shangri-la,On highway from Shangril-la to Xiangcheng.,Orobanchaceae,Pedicularis,Pedicularis dolichoglossa,,Burnt specimen; Yellow flowers with red maculation.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE20,1,1,1,6,7/8/2018,"28°35'9.1"" N","99°50'14"" E",?,,,Orobanchaceae,Pedicularis,siphonantha,,Very long skinny corolla tubes.,Scree slope above meadow filled with primulas and Rhododendron thicket to side. Historical HUH site Yellow 4. ,X
"2018 Eaton, McKenzie, Meek, Zuo",DE21,1,1,1,6,7/8/2018,"28°35'9.1"" N","99°50'14"" E",,,,Orobanchaceae,Pedicularis,cyathophylla,,,Scree slope above meadow filled with primulas and Rhododendron thicket to side. Historical HUH site Yellow 4. ,X
"2018 Eaton, McKenzie, Meek, Zuo",DE22,1,1,1,6,7/8/2018,"28°35'9.1"" N","99°50'14"" E",,,,Orobanchaceae,Pedicularis,rhinanthoides,,,Scree slope above meadow filled with primulas and Rhododendron thicket to side. Historical HUH site Yellow 4. ,X
"2018 Eaton, McKenzie, Meek, Zuo",DE23,1,0,0,6,7/8/2018,"28°35'9.1"" N","99°50'14"" E",,,,Papaveraceae,Corydalis,sp.,,,Scree slope above meadow filled with primulas and Rhododendron thicket to side. Historical HUH site Yellow 4. ,X
"2018 Eaton, McKenzie, Meek, Zuo",DE24,1,1,1,6,7/8/2018,"28°35'9.1"" N","99°50'14"" E",,,,Orobanchaceae,Pedicularis,rupicola,,,Scree slope above meadow filled with primulas and Rhododendron thicket to side. Historical HUH site Yellow 4. ,X
"2018 Eaton, McKenzie, Meek, Zuo",DE25,1,1,1,7,7/8/2018,"28°35'38"" N","99°50'49"" E",?,,,Orobanchaceae,Pedicularis,dolichoglossa,,Yellow with dark red mottling on galea and lips.,Shrubby slope with boulders. Historical HUH site Yellow 18.,X
"2018 Eaton, McKenzie, Meek, Zuo",DE26,1,1,0,7,7/8/2018,"28°35'38"" N","99°50'49"" E",,,,Fabaceae,Tibetia,sp.,,Light yellow flowers,Shrubby slope with boulders. Historical HUH site Yellow 18.,X
"2018 Eaton, McKenzie, Meek, Zuo",DE27,1,1,1,8,7/8/2018,"28°37'02"" N","99°49'51"" E",?,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE28,1,1,1,8,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Orobanchaceae,Pedicularis,rudis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE29,1,1,1,8,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Fabaceae,Astragalus,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE30,1,1,1,8,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE31,1,1,0,9,7/8/2018,"28°37'02"" N","99°49'51"" E",?,,,Orobanchaceae,Pedicularis,elwesii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE32,1,1,1,9,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Orobanchaceae,Pedicularis,rhodotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE33,1,1,0,9,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Orobanchaceae,Pedicularis,kansuensis,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE34,1,1,0,9,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE35,1,1,0,9,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE36,1,1,1,9,7/8/2018,"28°37'02"" N","99°49'51"" E",,,,Asteraceae,Saussurea,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE37,1,1,1,10,7/8/2018,"28°43'48.4"" N","99°50'45"" E",,,,Orobanchaceae,Pedicularis,axillaris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE38,1,1,1,11,7/9/2018,"29°8'28"" N","99°55'42"" E",,,,Orobanchaceae,Pedicularis,rex,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE39,1,1,1,11,7/9/2018,"29°8'28"" N","99°55'42"" E",,,,Orobanchaceae,Pedicularis,axillaris,,"deep purple galea, light purple lower lips. Crawling habit. Growing on mossy slope.",,X
"2018 Eaton, McKenzie, Meek, Zuo",DE40,1,1,1,11,7/9/2018,"29°8'28"" N","99°55'42"" E",,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE41,1,1,1,11,7/9/2018,"29°8'28"" N","99°55'42"" E",,,,Lamiaceae,?,sp.,,"Droopy purple flowers, bristly hairs on leaves and calyx.",,X
"2018 Eaton, McKenzie, Meek, Zuo",DE42,1,1,1,11,7/9/2018,"29°8'28"" N","99°55'42"" E",,,,Lamiaceae,?,sp.,,"Droopy white flowers, bristly hairs on leaves and calyx.",,X
"2018 Eaton, McKenzie, Meek, Zuo",DE43,1,1,1,11,7/9/2018,"29°8'28"" N","99°55'42"" E",,,,Fabaceae,Tibetia,himalaica,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE44,1,1,1,12,7/9/2018,"29°7'26"" N","99°59'48"" E",3950,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE45,1,1,1,12,7/9/2018,"29°7'26"" N","99°59'48"" E",3950,,,Orobanchaceae,Pedicularis,siphonantha,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE46,1,1,1,13,7/9/2018,"29°6'30.6"" N","100°02'3.7"" E",4205,,,Orobanchaceae,Pedicularis,integrifolia,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE47,1,1,1,13,7/9/2018,"29°6'30.6"" N","100°02'3.7"" E",4205,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE48,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Orobanchaceae,Pedicularis,przewalskii,,"pink corolla tube, white throat, purple galea.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE49,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Orobanchaceae,Pedicularis,siphonantha,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE50,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE51,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Orobanchaceae,Pedicularis,cephalantha,,purple flowers with white throat.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE52,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Orobanchaceae,Pedicularis,kansuensis,,"light purple flowers, drak purple venation, dark spot on galea (dark colored anthers)",,
"2018 Eaton, McKenzie, Meek, Zuo",DE53,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Orobanchaceae,Pedicularis,rhynchodonta,,"light purple corolla, dark purple galea and dark purple venation.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE54,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE55,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Fabaceae,,,,Purple flowers darker at base of petals. Some white mottling.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE56,1,1,1,14,7/9/2018,"29°8'41"" N","100°02'5.2"" E",4658,,,Fabaceae,,,,"light yellow flowers. Tip of keel black, lips separate, tips of the sepals purple.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE57,1,1,1,15,7/9/2018,"29°8'05.6"" N","100°02'36.2"" E",4760,,,Orobanchaceae,Pedicularis,sp.,,"Translucent yellow corolla, black anthers visible through galea, dark venation on calyx. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE58,1,1,1,15,7/9/2018,"29°8'05.6"" N","100°02'36.2"" E",4760,,,Asteraceae,Saussurea,sp.,,"Calyx dark purple outer, light purple with white mottling on inside. White style, dark purple stigma, dark purple disk flowers. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE59,1,2,1,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,sp.,,Corolla purple with lighter purple throat. ,,
"2018 Eaton, McKenzie, Meek, Zuo",DE60,1,1,0,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,confertiflora,,Corolla purple with whitish throat. ID'd.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE61,1,1,1,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE62,1,1,1,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,sp.,,"Light purple lower lips, dark purple galea, some dark purple venation on lower lips and throat. White hairs on calyx. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE63,1,1,1,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,przewalskii,,"Corolla tube white to pink, lower lips bright pink, throat white, galea dark pink.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE64,1,1,1,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,integrifolia,,Light purple flowers with white throat and dark purple spot on throat. ,,
"2018 Eaton, McKenzie, Meek, Zuo",DE65,1,1,1,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE66,1,1,0,16,7/9/2018,"29°20'05.5"" N","100°05'57.9"" E",,,,Orobanchaceae,Pedicularis,rhodotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE67,1,1,1,17,7/9/2018,"29°23'9"" N","100°08'58"" E",,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE68,1,1,1,17,7/9/2018,"29°23'9"" N","100°08'58"" E",,,,Orobanchaceae,Pedicularis,integrifolia,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE69,1,1,1,17,7/9/2018,"29°23'9"" N","100°08'58"" E",,,,Orobanchaceae,Pedicularis,przewalskii,,,,X
"2018 Eaton, McKenzie, Meek, Zuo",DE70,1,1,1,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE71,1,1,1,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE72,1,1,0,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE73,1,1,0,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Orobanchaceae,Pedicularis,inaequilobata,,"Lower lips pink, galea yellow with red mottling.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE74,1,1,0,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Orobanchaceae,Pedicularis,roylei,,Flowers purple with darker purple venation and dark purple spots on the galea. ID'd.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE75,1,1,1,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE76,1,1,1,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Orobanchaceae,Pedicularis,anas,,Flowers deep purple with white throat.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE77,1,1,1,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Fabaceae,?,sp.,,Deep magenta flowers.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE78,1,1,1,18,7/10/2018,"30°00'39.5"" N","100°18'58.2"" E",,,,Fabaceae,?,sp.,,Deep purple flowers. ,,
"2018 Eaton, McKenzie, Meek, Zuo",DE85,1,1,1,19,7/10/2018,"30°02'02.5"" N","100°22'29.9"" E",4020,,,Orobanchaceae,Pedicularis,cranolopha var. longicornuta,,Collected flowers and pollen in alcohol.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE79,1,1,1,20,7/10/2018,"30°09'31.5"" N","100°33'57.9"" E",4177,,,Orobanchaceae,Pedicularis,densispica,,"Yellow galea, pink lower lips of corolla. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE80,1,1,1,20,7/10/2018,"30°09'31.5"" N","100°33'57.9"" E",4177,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE81,1,1,1,20,7/10/2018,"30°09'31.5"" N","100°33'57.9"" E",4177,,,Orobanchaceae,Pedicularis,anas,,Deep purple flowers with darker venation.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE82,1,1,1,20,7/10/2018,"30°09'31.5"" N","100°33'57.9"" E",4177,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE83,1,1,1,20,7/10/2018,"30°09'31.5"" N","100°33'57.9"" E",4177,,,Orobanchaceae,Pedicularis,dolichocymba,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE84,1,1,1,20,7/10/2018,"30°09'31.5"" N","100°33'57.9"" E",4177,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE86,1,1,1,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,,,Orobanchaceae,Pedicularis,rhynchodonta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE87,1,1,1,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE88,1,1,1,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,,,Orobanchaceae,Pedicularis,latituba,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE89,1,1,1,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,,,Orobanchaceae,Pedicularis,inaequilobata,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE90,1,1,0,21,7/10/2018,"30°10'08.1"" N","100°35'03.6"" E",4355,,,Orobanchaceae,Pedicularis,rupicola subsp. zambalensis,,"Whitish yellow flowers, dark anthers. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE91,1,1,1,22,7/10/2018,"29°59'09"" N","100°54'34.9"" E",?,,,Orobanchaceae,Pedicularis,cranolopha var. longicornuta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE92,1,1,1,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,,,Orobanchaceae,Pedicularis,tatsienensis,,Flowers purple with darker galea and white throat.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE93,1,1,1,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,,,Orobanchaceae,Pedicularis,anas,,"Flowers purple with darker galea, lighter throat, and some dark venation.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE94,1,1,0,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,,,Orobanchaceae,Pedicularis,urceolata,,"Flowers purple with darker color on crest of galea, lighter throat to white, white hairs on corolla tube. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE95,1,1,0,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,,,Orobanchaceae,Pedicularis,inaequilobata,,"Flowers with pink lower lips of corolla adaxial, lighter to white on abaxial. Galea yellow with red mottling. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE96,1,1,1,23,7/10/2018,"30°01'41.3"" N","100°48'5.0"" E",4300,,,Orobanchaceae,Pedicularis,tongolensis,,Flowers yellow. ,,
"2018 Eaton, McKenzie, Meek, Zuo",DE97,1,1,1,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,,,Ranunculaceae,Aquilegia,rockii,,"Flowers purple, no nectar spurs. ",,
"2018 Eaton, McKenzie, Meek, Zuo",DE98,1,1,1,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE99,1,1,1,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,,,Orobanchaceae,Pedicularis,verticillata,,"Flowers with pink and white varieties present, unsure which DNA was collected from.",,
"2018 Eaton, McKenzie, Meek, Zuo",DE100,1,1,1,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,,,Ranunculaceae,Aconitum,sp.,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE101,1,1,1,24,7/11/2018,"30°02'33.7"" N","101°16'26.4"" E",3470,,,Fabaceae,Tibetia,sp.,,Flowers purple/magenta.,,
