expedition,accession,HUH,NYBG,KIB,locality,date,latitude,longitude,elevation,county,location,family,genus,species_epithet,crano_site_id,plant_description,locality_habitat,historical
"2018 Eaton, McKenzie, Meek, Zuo",DE347,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,cyathophylloides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE348,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE349,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE350,1,0,0,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE351,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE352,1,1,1,71,7/17/2018,"31°02'39.5"" N","98°54'31.7"" E",3505,,,Ranunculaceae,Aquilegia,rockii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE353,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,brevilabris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE354,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,cyathophylla,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE355,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE356,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE357,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,anas,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE358,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE359,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE360,1,1,1,72,7/17/2018,"30°58'51.0"" N","98°57'32.6"" E",3900,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE361,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,trichoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE362,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,elwesii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE363,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE364,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE365,1,1,1,73,7/17/2018,"30°58'05.7"" N","98°58'07.1"" E",4214,,,Orobanchaceae,Pedicularis,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE366,1,1,1,74,7/17/2018,"30°43'12.1"" N","99°05'28.6"" E",3115,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE367,1,1,1,74,7/17/2018,"30°43'12.1"" N","99°05'28.6"" E",3115,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE368,1,1,1,74,7/17/2018,"30°43'12.1"" N","99°05'28.6"" E",3115,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE369,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE370,1,2,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE371,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE372,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE373,1,1,1,75,7/17/2018,"30°35'51.7"" N","99°11'18.2"" E",3420,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE374,1,1,0,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Orobanchaceae,Phtheirospermum,tenuisecta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE375,1,1,0,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Primulaceae,Androsace,sp.,,Flowers pink.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE376,1,1,1,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Primulaceae,Androsace,sp.,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE377,1,1,1,76,7/18/2018,"30°01'50.7"" N","99°03'00.7"" E",3275,,,Orobanchaceae,Pedicularis,dichotoma,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE378,1,1,1,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE379,1,1,1,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE380,1,1,0,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE381,1,1,1,77,7/18/2018,"30°15'37.1"" N","99°26'36.2"" E",3820,,,Orobanchaceae,Pedicularis,decora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE382,1,1,1,78,7/18/2018,"30°17'14.5"" N","99°29'41.9"" E",4132,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE383,1,1,1,78,7/18/2018,"30°17'14.5"" N","99°29'41.9"" E",4132,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE384,1,1,1,79,7/18/2018,"30°17'05.6"" N","99°23'57.5"" E",3661,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE385,1,1,1,79,7/18/2018,"30°17'05.6"" N","99°23'57.5"" E",3661,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE386,1,1,1,79,7/18/2018,"30°17'05.6"" N","99°23'57.5"" E",3661,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE387,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE388,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE389,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,anas,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE390,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE391,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,sphaerantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE392,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE393,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE394,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,latituba,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE395,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,longiflora var. tubiformes,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE396,1,1,1,80,7/18/2018,"30°17'49.3"" N","99°40'15.6"" E",4292,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE397,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE398,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,rhodotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE399,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,lophotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE400,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE401,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE402,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE403,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,cephalantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE404,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE405,1,1,1,81,7/19/2018,"30°13'38.2"" N","100°14'51.7"" E",4210,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE476,1,1,1,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,,,Orobanchaceae,Pedicularis,siphonantha subsp. delayvii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE406,1,1,1,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,,,Orobanchaceae,Pedicularis,latituba,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE407,1,1,1,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,,,Orobanchaceae,Pedicularis,przewalskii,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE408,1,1,1,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,,,Orobanchaceae,Pedicularis,rhychodonta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE409,1,1,1,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,,,Orobanchaceae,Pedicularis,anas,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE410,1,1,1,82,7/19/2018,"30°13'23.7"" N","100°15'51.4"" E",4350,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE411,1,1,1,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE412,1,1,1,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE413,1,1,1,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Pedicularis,cyathophylla,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE414,1,1,1,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE415,1,1,1,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE416,1,1,1,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE417,1,1,0,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE418,1,1,1,83,7/19/2018,"29°49'15.0"" N","100°20'45.2"" E",3882,,,Orobanchaceae,Phtheirospermum,tenuisecta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE419,1,1,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE420,1,1,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE421,1,1,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,cyathophylla,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE422,1,4,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE423,1,1,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE424,1,1,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE425,1,1,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE426,1,1,1,84,7/19/2018,"29°08'30.5"" N","100°09'23.8"" E",3877,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE427,1,1,0,85,7/20/2018,"28°36'1"" N","100°17'12"" E",3300,,,Droseraceae,Drosera,peltata,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE428,1,1,1,85,7/20/2018,"28°36'1"" N","100°17'12"" E",3300,,,Orobanchaceae,Pedicularis,thamnophila,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE429,1,1,1,85,7/20/2018,"28°36'1"" N","100°17'12"" E",3300,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE430,1,2,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,axillaris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE431,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,confertiflora subsp. confertiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE432,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE433,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE434,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE435,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE436,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE437,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE438,1,1,1,86,7/20/2018,"28°44'47"" N","100°16'9"" E",?,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE439,1,1,0,87,7/20/2018,"29°06'44"" N","100°01'58"" E",?,,,Orobanchaceae,Pedicularis,rhodotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE440,1,1,1,87,7/20/2018,"29°06'44"" N","100°01'58"" E",?,,,Orobanchaceae,Pedicularis,rhychodonta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE441,1,1,0,88,7/20/2018,"29°07'21.3"" N","99°59'51.0"" E",3950,,,Orobanchaceae,Pedicularis,rupicola,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE442,1,1,1,89,7/20/2018,"29°08'33.4"" N","99°55'47.3"" E",3509,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE443,1,1,0,89,7/20/2018,"29°08'33.4"" N","99°55'47.3"" E",3509,,,Orobanchaceae,Pedicularis,lachnoglossa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE444,1,1,1,90,7/20/2018,"29°05'4.5"" N","99°53'49.0"" E",2967,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE445,1,2,1,90,7/20/2018,"29°05'4.5"" N","99°53'49.0"" E",2967,,,Orobanchaceae,Phtheirospermum,tenuisecta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE446,1,1,1,91,7/21/2018,"28°58'26.9"" N","99°45'29.1"" E",3558,,,Orobanchaceae,Pedicularis,thamnophila,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE447,1,2,1,92,7/21/2018,"28°57'20.0"" N","99°45'11.9"" E",3960,,,Orobanchaceae,Pedicularis,ingens,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE448,1,1,1,92,7/21/2018,"28°57'20.0"" N","99°45'11.9"" E",3960,,,Orobanchaceae,Pedicularis,kansuensis,,Flowers dark purple.,,
"2018 Eaton, McKenzie, Meek, Zuo",DE449,1,2,1,92,7/21/2018,"28°57'20.0"" N","99°45'11.9"" E",3960,,,Orobanchaceae,Pedicularis,cyathophylla,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE450,1,1,1,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE451,1,1,1,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE452,1,1,1,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,,,Orobanchaceae,Pedicularis,rhodotricha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE453,1,1,1,93,7/21/2018,"28°59'46.5"" N","99°44'41.7"" E",4154,,,Orobanchaceae,Pedicularis,brachycrania,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE454,1,1,1,94,7/21/2018,"29°02'28.9"" N","99°42'16.4"" E",3700,,,Orobanchaceae,Pedicularis,axillaris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE455,1,1,1,94,7/21/2018,"29°02'28.9"" N","99°42'16.4"" E",3700,,,Orobanchaceae,Pedicularis,thamnophila,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE456,1,1,1,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,,,Orobanchaceae,Pedicularis,cranolopha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE457,1,1,1,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,,,Orobanchaceae,Pedicularis,axillaris,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE458,1,1,1,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE459,1,1,1,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE460,1,1,1,95,7/21/2018,"29°04'25.8"" N","99°40'34.7"" E",3427,,,Orobanchaceae,Phtheirospermum,tenuisecta,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE461,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,dichotoma,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE462,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Droseraceae,Drosera,sp.,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE463,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE464,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,longiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE465,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,rhinanthoides,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE466,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE467,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,decora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE468,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE469,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,siphonantha,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE470,1,1,1,96,7/22/2018,"27°48'27.5"" N","99°45'46.7"" E",3369,,,Orobanchaceae,Pedicularis,oxycarpa,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE471,1,1,0,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,,,Orobanchaceae,Pedicularis,rex,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE472,1,1,0,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,,,Orobanchaceae,Pedicularis,densispica,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE473,1,0,0,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,,,Orobanchaceae,Pedicularis,integrifolia,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE474,1,1,1,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,,,Orobanchaceae,Pedicularis,confertiflora,,,,
"2018 Eaton, McKenzie, Meek, Zuo",DE475,1,1,1,97,7/22/2018,"27°48'42.5"" N","99°45'58.8"" E",3400,,,Orobanchaceae,Pedicularis,tricolor,,,,